lTid,cDealable,CurrencyPair,RateDateTime,RateBid,RateAsk
1029208677,D,EUR/USD,2010-01-03 17:00:12,1.430100,1.430400
1029208681,D,EUR/USD,2010-01-03 17:00:21,1.430200,1.430500
1029208691,D,EUR/USD,2010-01-03 17:00:22,1.430300,1.430600
1029208730,D,EUR/USD,2010-01-03 17:00:33,1.430400,1.430700
1029208787,D,EUR/USD,2010-01-03 17:00:53,1.430300,1.430600
1029208806,D,EUR/USD,2010-01-03 17:00:58,1.430400,1.430700
1029208857,D,EUR/USD,2010-01-03 17:01:27,1.430300,1.430600
1029208979,D,EUR/USD,2010-01-03 17:02:10,1.430200,1.430500
1029209013,D,EUR/USD,2010-01-03 17:02:13,1.430100,1.430400
1029209084,D,EUR/USD,2010-01-03 17:02:32,1.430200,1.430500
1029209098,D,EUR/USD,2010-01-03 17:02:35,1.430300,1.430600
1029209180,D,EUR/USD,2010-01-03 17:03:36,1.430200,1.430500
1029209202,D,EUR/USD,2010-01-03 17:04:03,1.430100,1.430400
1029209214,D,EUR/USD,2010-01-03 17:04:09,1.430200,1.430500
1029209244,D,EUR/USD,2010-01-03 17:04:15,1.430100,1.430400
1029209255,D,EUR/USD,2010-01-03 17:04:15,1.430000,1.430300
1029209279,D,EUR/USD,2010-01-03 17:04:31,1.429900,1.430200
1029209291,D,EUR/USD,2010-01-03 17:04:31,1.429800,1.430100
1029209323,D,EUR/USD,2010-01-03 17:04:34,1.429900,1.430200
1029209358,D,EUR/USD,2010-01-03 17:04:41,1.429800,1.430100
1029209372,D,EUR/USD,2010-01-03 17:04:47,1.429900,1.430200
1029209393,D,EUR/USD,2010-01-03 17:04:56,1.430000,1.430300
1029209500,D,EUR/USD,2010-01-03 17:06:37,1.430100,1.430400
1029209512,D,EUR/USD,2010-01-03 17:06:51,1.430000,1.430300
1029209520,D,EUR/USD,2010-01-03 17:06:52,1.430100,1.430400
1029209740,D,EUR/USD,2010-01-03 17:08:52,1.430000,1.430300
1029209750,D,EUR/USD,2010-01-03 17:08:54,1.430200,1.430400
1029209760,D,EUR/USD,2010-01-03 17:08:54,1.430200,1.430500
1029209766,D,EUR/USD,2010-01-03 17:08:57,1.430100,1.430400
1029209801,D,EUR/USD,2010-01-03 17:09:27,1.430000,1.430300
1029209813,D,EUR/USD,2010-01-03 17:09:29,1.430100,1.430400
1029209825,D,EUR/USD,2010-01-03 17:09:35,1.430000,1.430300
1029209835,D,EUR/USD,2010-01-03 17:09:41,1.429900,1.430200
1029209845,D,EUR/USD,2010-01-03 17:09:41,1.429800,1.430100
1029209876,D,EUR/USD,2010-01-03 17:10:02,1.429900,1.430200
1029209905,D,EUR/USD,2010-01-03 17:10:21,1.430100,1.430400
1029209998,D,EUR/USD,2010-01-03 17:12:31,1.430200,1.430500
1029210020,D,EUR/USD,2010-01-03 17:12:47,1.430300,1.430600
1029210041,D,EUR/USD,2010-01-03 17:13:03,1.430400,1.430700
1029210086,D,EUR/USD,2010-01-03 17:13:09,1.430500,1.430700
1029210092,D,EUR/USD,2010-01-03 17:13:09,1.430600,1.430900
1029210116,D,EUR/USD,2010-01-03 17:13:18,1.430700,1.431000
1029210754,D,EUR/USD,2010-01-03 17:19:12,1.430800,1.431000
1029210758,D,EUR/USD,2010-01-03 17:19:12,1.430800,1.431100
1029210761,D,EUR/USD,2010-01-03 17:19:15,1.430700,1.431000
1029210787,D,EUR/USD,2010-01-03 17:20:06,1.430800,1.431000
1029210795,D,EUR/USD,2010-01-03 17:20:06,1.430800,1.431100
1029210852,D,EUR/USD,2010-01-03 17:20:26,1.430900,1.431200
1029210909,D,EUR/USD,2010-01-03 17:20:36,1.431000,1.431300
1029211090,D,EUR/USD,2010-01-03 17:21:33,1.431100,1.431300
1029211098,D,EUR/USD,2010-01-03 17:21:34,1.431100,1.431400
1029211145,D,EUR/USD,2010-01-03 17:22:03,1.431200,1.431400
1029211153,D,EUR/USD,2010-01-03 17:22:03,1.431200,1.431500
1029211162,D,EUR/USD,2010-01-03 17:22:08,1.431500,1.431800
1029211174,D,EUR/USD,2010-01-03 17:22:09,1.431600,1.431900
1029211183,D,EUR/USD,2010-01-03 17:22:09,1.431700,1.431900
1029211199,D,EUR/USD,2010-01-03 17:22:13,1.431700,1.432000
1029211205,D,EUR/USD,2010-01-03 17:22:15,1.431600,1.431900
1029211221,D,EUR/USD,2010-01-03 17:22:16,1.431500,1.431700
1029211234,D,EUR/USD,2010-01-03 17:22:17,1.431400,1.431700
1029211245,D,EUR/USD,2010-01-03 17:22:21,1.431300,1.431600
1029211327,D,EUR/USD,2010-01-03 17:22:52,1.431400,1.431700
1029211336,D,EUR/USD,2010-01-03 17:22:55,1.431500,1.431700
1029211347,D,EUR/USD,2010-01-03 17:22:55,1.431500,1.431800
1029211362,D,EUR/USD,2010-01-03 17:23:04,1.431400,1.431700
1029211390,D,EUR/USD,2010-01-03 17:23:13,1.431500,1.431800
1029211428,D,EUR/USD,2010-01-03 17:23:16,1.431600,1.431900
1029211442,D,EUR/USD,2010-01-03 17:23:21,1.431500,1.431800
1029211471,D,EUR/USD,2010-01-03 17:23:40,1.431600,1.431900
1029211545,D,EUR/USD,2010-01-03 17:23:58,1.431700,1.431900
1029211549,D,EUR/USD,2010-01-03 17:23:59,1.431600,1.431900
1029211764,D,EUR/USD,2010-01-03 17:26:12,1.431500,1.431800
1029211775,D,EUR/USD,2010-01-03 17:26:13,1.431600,1.431900
1029212067,D,EUR/USD,2010-01-03 17:27:43,1.431500,1.431800
1029212091,D,EUR/USD,2010-01-03 17:27:48,1.431600,1.431900
1029212106,D,EUR/USD,2010-01-03 17:27:49,1.431500,1.431800
1029212116,D,EUR/USD,2010-01-03 17:27:50,1.431600,1.431900
1029212167,D,EUR/USD,2010-01-03 17:27:54,1.431500,1.431800
1029212336,D,EUR/USD,2010-01-03 17:28:43,1.431400,1.431700
1029212421,D,EUR/USD,2010-01-03 17:29:08,1.431500,1.431800
1029212430,D,EUR/USD,2010-01-03 17:29:10,1.431700,1.431900
1029212443,D,EUR/USD,2010-01-03 17:29:10,1.431700,1.432000
1029212540,D,EUR/USD,2010-01-03 17:29:30,1.431600,1.431900
1029212613,D,EUR/USD,2010-01-03 17:30:22,1.431700,1.432000
1029212719,D,EUR/USD,2010-01-03 17:30:25,1.431600,1.431900
1029212886,D,EUR/USD,2010-01-03 17:30:39,1.431500,1.431800
1029212933,D,EUR/USD,2010-01-03 17:30:52,1.431600,1.431900
1029212975,D,EUR/USD,2010-01-03 17:30:55,1.431500,1.431800
1029213088,D,EUR/USD,2010-01-03 17:31:07,1.431400,1.431700
1029213104,D,EUR/USD,2010-01-03 17:31:07,1.431300,1.431600
1029213126,D,EUR/USD,2010-01-03 17:31:10,1.431200,1.431500
1029213142,D,EUR/USD,2010-01-03 17:31:10,1.431200,1.431400
1029213153,D,EUR/USD,2010-01-03 17:31:10,1.431300,1.431500
1029213168,D,EUR/USD,2010-01-03 17:31:11,1.431400,1.431700
1029213179,D,EUR/USD,2010-01-03 17:31:12,1.431300,1.431600
1029213188,D,EUR/USD,2010-01-03 17:31:13,1.431600,1.431900
1029213206,D,EUR/USD,2010-01-03 17:31:16,1.431500,1.431800
1029213258,D,EUR/USD,2010-01-03 17:31:22,1.431600,1.431900
1029213278,D,EUR/USD,2010-01-03 17:31:25,1.431500,1.431800
1029213354,D,EUR/USD,2010-01-03 17:31:38,1.431400,1.431700
1029213383,D,EUR/USD,2010-01-03 17:31:40,1.431500,1.431800
1029213468,D,EUR/USD,2010-01-03 17:31:54,1.431400,1.431700
1029213531,D,EUR/USD,2010-01-03 17:32:06,1.431400,1.431600
1029213535,D,EUR/USD,2010-01-03 17:32:06,1.431300,1.431600
1029213574,D,EUR/USD,2010-01-03 17:32:10,1.431400,1.431600
1029213586,D,EUR/USD,2010-01-03 17:32:10,1.431400,1.431700
1029213640,D,EUR/USD,2010-01-03 17:32:30,1.431300,1.431600
1029213651,D,EUR/USD,2010-01-03 17:32:31,1.431300,1.431500
1029213660,D,EUR/USD,2010-01-03 17:32:31,1.431100,1.431400
1029213675,D,EUR/USD,2010-01-03 17:32:35,1.431200,1.431500
1029213688,D,EUR/USD,2010-01-03 17:32:36,1.431400,1.431700
1029213717,D,EUR/USD,2010-01-03 17:32:38,1.431300,1.431600
1029213760,D,EUR/USD,2010-01-03 17:32:49,1.431200,1.431500
1029213775,D,EUR/USD,2010-01-03 17:32:52,1.431300,1.431600
1029213830,D,EUR/USD,2010-01-03 17:33:03,1.431300,1.431500
1029213843,D,EUR/USD,2010-01-03 17:33:03,1.431100,1.431400
1029213868,D,EUR/USD,2010-01-03 17:33:05,1.430900,1.431200
1029213900,D,EUR/USD,2010-01-03 17:33:08,1.431000,1.431200
1029213912,D,EUR/USD,2010-01-03 17:33:08,1.431000,1.431300
1029213929,D,EUR/USD,2010-01-03 17:33:17,1.431200,1.431500
1029213947,D,EUR/USD,2010-01-03 17:33:21,1.431300,1.431500
1029213954,D,EUR/USD,2010-01-03 17:33:21,1.431300,1.431600
1029214025,D,EUR/USD,2010-01-03 17:33:32,1.431200,1.431500
1029214080,D,EUR/USD,2010-01-03 17:33:51,1.431100,1.431400
1029214164,D,EUR/USD,2010-01-03 17:34:41,1.430800,1.431100
1029214216,D,EUR/USD,2010-01-03 17:34:51,1.430900,1.431200
1029214308,D,EUR/USD,2010-01-03 17:34:59,1.431000,1.431200
1029214319,D,EUR/USD,2010-01-03 17:35:00,1.431000,1.431300
1029214350,D,EUR/USD,2010-01-03 17:35:14,1.431100,1.431300
1029214357,D,EUR/USD,2010-01-03 17:35:14,1.431100,1.431400
1029214367,D,EUR/USD,2010-01-03 17:35:18,1.431400,1.431600
1029214384,D,EUR/USD,2010-01-03 17:35:19,1.431600,1.431800
1029214408,D,EUR/USD,2010-01-03 17:35:21,1.431400,1.431700
1029214503,D,EUR/USD,2010-01-03 17:36:00,1.431300,1.431600
1029214536,D,EUR/USD,2010-01-03 17:36:24,1.431400,1.431700
1029214550,D,EUR/USD,2010-01-03 17:36:25,1.431300,1.431600
1029214563,D,EUR/USD,2010-01-03 17:36:27,1.431400,1.431600
1029214576,D,EUR/USD,2010-01-03 17:36:28,1.431500,1.431800
1029214611,D,EUR/USD,2010-01-03 17:36:31,1.431600,1.431900
1029214656,D,EUR/USD,2010-01-03 17:36:40,1.431500,1.431800
1029214672,D,EUR/USD,2010-01-03 17:36:42,1.431600,1.431900
1029214691,D,EUR/USD,2010-01-03 17:36:44,1.431500,1.431800
1029214716,D,EUR/USD,2010-01-03 17:36:47,1.431600,1.431900
1029214762,D,EUR/USD,2010-01-03 17:37:04,1.431700,1.431900
1029214768,D,EUR/USD,2010-01-03 17:37:04,1.431700,1.432000
1029214824,D,EUR/USD,2010-01-03 17:37:21,1.431600,1.431900
1029214855,D,EUR/USD,2010-01-03 17:37:26,1.431800,1.432000
1029214880,D,EUR/USD,2010-01-03 17:37:26,1.431800,1.432100
1029214925,D,EUR/USD,2010-01-03 17:37:32,1.431700,1.432000
1029214940,D,EUR/USD,2010-01-03 17:37:32,1.431600,1.431900
1029215060,D,EUR/USD,2010-01-03 17:37:46,1.431800,1.432100
1029215097,D,EUR/USD,2010-01-03 17:37:54,1.431700,1.432000
1029215159,D,EUR/USD,2010-01-03 17:38:00,1.431800,1.432000
1029215171,D,EUR/USD,2010-01-03 17:38:00,1.432000,1.432300
1029215191,D,EUR/USD,2010-01-03 17:38:00,1.432200,1.432500
1029215233,D,EUR/USD,2010-01-03 17:38:05,1.432100,1.432400
1029215293,D,EUR/USD,2010-01-03 17:38:13,1.432000,1.432300
1029215357,D,EUR/USD,2010-01-03 17:38:21,1.432100,1.432400
1029215385,D,EUR/USD,2010-01-03 17:38:27,1.432200,1.432500
1029215403,D,EUR/USD,2010-01-03 17:38:28,1.432000,1.432300
1029215428,D,EUR/USD,2010-01-03 17:38:31,1.432200,1.432400
1029215443,D,EUR/USD,2010-01-03 17:38:31,1.432300,1.432600
1029215462,D,EUR/USD,2010-01-03 17:38:35,1.432200,1.432500
1029215479,D,EUR/USD,2010-01-03 17:38:38,1.432400,1.432700
1029215508,D,EUR/USD,2010-01-03 17:38:39,1.432400,1.432600
1029215522,D,EUR/USD,2010-01-03 17:38:39,1.432300,1.432600
1029215537,D,EUR/USD,2010-01-03 17:38:40,1.432400,1.432700
1029215564,D,EUR/USD,2010-01-03 17:38:43,1.432600,1.432800
1029215579,D,EUR/USD,2010-01-03 17:38:43,1.432800,1.433100
1029215614,D,EUR/USD,2010-01-03 17:38:46,1.432800,1.433000
1029215625,D,EUR/USD,2010-01-03 17:38:46,1.432700,1.433000
1029215640,D,EUR/USD,2010-01-03 17:38:50,1.432600,1.432900
1029215660,D,EUR/USD,2010-01-03 17:38:54,1.432500,1.432800
1029215680,D,EUR/USD,2010-01-03 17:38:57,1.432400,1.432700
1029215731,D,EUR/USD,2010-01-03 17:39:09,1.432400,1.432600
1029215744,D,EUR/USD,2010-01-03 17:39:10,1.432200,1.432500
1029215796,D,EUR/USD,2010-01-03 17:39:16,1.432300,1.432600
1029215850,D,EUR/USD,2010-01-03 17:39:28,1.432400,1.432700
1029215909,D,EUR/USD,2010-01-03 17:39:34,1.432500,1.432700
1029215917,D,EUR/USD,2010-01-03 17:39:34,1.432500,1.432800
1029215947,D,EUR/USD,2010-01-03 17:39:38,1.432600,1.432900
1029215971,D,EUR/USD,2010-01-03 17:39:41,1.432500,1.432800
1029215985,D,EUR/USD,2010-01-03 17:39:43,1.432600,1.432900
1029216016,D,EUR/USD,2010-01-03 17:39:47,1.432400,1.432700
1029216101,D,EUR/USD,2010-01-03 17:39:59,1.432300,1.432600
1029216166,D,EUR/USD,2010-01-03 17:40:15,1.432400,1.432700
1029216331,D,EUR/USD,2010-01-03 17:40:57,1.432400,1.432600
1029216344,D,EUR/USD,2010-01-03 17:40:57,1.432300,1.432600
1029216363,D,EUR/USD,2010-01-03 17:40:59,1.432400,1.432700
1029216764,D,EUR/USD,2010-01-03 17:43:34,1.432300,1.432500
1029216780,D,EUR/USD,2010-01-03 17:43:34,1.432100,1.432400
1029216797,D,EUR/USD,2010-01-03 17:43:39,1.432200,1.432500
1029216809,D,EUR/USD,2010-01-03 17:43:39,1.432300,1.432600
1029216822,D,EUR/USD,2010-01-03 17:43:40,1.432400,1.432700
1029216835,D,EUR/USD,2010-01-03 17:43:40,1.432400,1.432600
1029216847,D,EUR/USD,2010-01-03 17:43:40,1.432300,1.432600
1029216883,D,EUR/USD,2010-01-03 17:43:51,1.432200,1.432500
1029216923,D,EUR/USD,2010-01-03 17:44:05,1.432300,1.432600
1029216941,D,EUR/USD,2010-01-03 17:44:07,1.432100,1.432400
1029217172,D,EUR/USD,2010-01-03 17:45:27,1.432100,1.432300
1029217182,D,EUR/USD,2010-01-03 17:45:27,1.432000,1.432300
1029217229,D,EUR/USD,2010-01-03 17:45:35,1.432100,1.432400
1029217418,D,EUR/USD,2010-01-03 17:47:59,1.432000,1.432300
1029217601,D,EUR/USD,2010-01-03 17:48:34,1.432100,1.432400
1029217624,D,EUR/USD,2010-01-03 17:48:35,1.432300,1.432600
1029217688,D,EUR/USD,2010-01-03 17:48:43,1.432200,1.432500
1029217772,D,EUR/USD,2010-01-03 17:49:09,1.432300,1.432600
1029217784,D,EUR/USD,2010-01-03 17:49:18,1.432200,1.432500
1029217793,D,EUR/USD,2010-01-03 17:49:19,1.432300,1.432500
1029217799,D,EUR/USD,2010-01-03 17:49:19,1.432300,1.432600
1029217830,D,EUR/USD,2010-01-03 17:49:26,1.432400,1.432700
1029217865,D,EUR/USD,2010-01-03 17:49:34,1.432600,1.432900
1029217902,D,EUR/USD,2010-01-03 17:49:43,1.432500,1.432800
1029217970,D,EUR/USD,2010-01-03 17:50:00,1.432600,1.432900
1029218016,D,EUR/USD,2010-01-03 17:50:17,1.432500,1.432800
1029218411,D,EUR/USD,2010-01-03 17:52:32,1.432600,1.432900
1029218450,D,EUR/USD,2010-01-03 17:52:42,1.432700,1.433000
1029218467,D,EUR/USD,2010-01-03 17:52:43,1.432600,1.432900
1029218489,D,EUR/USD,2010-01-03 17:52:45,1.432700,1.433000
1029218503,D,EUR/USD,2010-01-03 17:52:48,1.432800,1.433100
1029218540,D,EUR/USD,2010-01-03 17:52:54,1.432700,1.433000
1029218562,D,EUR/USD,2010-01-03 17:53:11,1.432900,1.433100
1029218580,D,EUR/USD,2010-01-03 17:53:11,1.432900,1.433200
1029218607,D,EUR/USD,2010-01-03 17:53:22,1.432800,1.433100
1029218626,D,EUR/USD,2010-01-03 17:53:23,1.432900,1.433200
1029218649,D,EUR/USD,2010-01-03 17:53:26,1.432800,1.433100
1029218668,D,EUR/USD,2010-01-03 17:53:32,1.433000,1.433300
1029218693,D,EUR/USD,2010-01-03 17:53:36,1.433200,1.433400
1029218705,D,EUR/USD,2010-01-03 17:53:36,1.433100,1.433400
1029218740,D,EUR/USD,2010-01-03 17:53:40,1.433200,1.433500
1029218770,D,EUR/USD,2010-01-03 17:53:43,1.433300,1.433600
1029218798,D,EUR/USD,2010-01-03 17:53:44,1.433200,1.433500
1029218806,D,EUR/USD,2010-01-03 17:53:46,1.433300,1.433600
1029218904,D,EUR/USD,2010-01-03 17:54:01,1.433200,1.433500
1029218958,D,EUR/USD,2010-01-03 17:54:15,1.433300,1.433600
1029218975,D,EUR/USD,2010-01-03 17:54:18,1.433500,1.433800
1029219015,D,EUR/USD,2010-01-03 17:54:23,1.433600,1.433900
1029219030,D,EUR/USD,2010-01-03 17:54:26,1.433500,1.433800
1029219070,D,EUR/USD,2010-01-03 17:54:29,1.433500,1.433700
1029219078,D,EUR/USD,2010-01-03 17:54:29,1.433500,1.433800
1029219084,D,EUR/USD,2010-01-03 17:54:33,1.433400,1.433700
1029219117,D,EUR/USD,2010-01-03 17:54:37,1.433500,1.433800
1029219161,D,EUR/USD,2010-01-03 17:54:52,1.433600,1.433900
1029219202,D,EUR/USD,2010-01-03 17:54:59,1.433500,1.433800
1029219215,D,EUR/USD,2010-01-03 17:55:02,1.433600,1.433900
1029219237,D,EUR/USD,2010-01-03 17:55:09,1.433500,1.433800
1029219263,D,EUR/USD,2010-01-03 17:55:20,1.433700,1.434000
1029219283,D,EUR/USD,2010-01-03 17:55:24,1.433600,1.433900
1029219296,D,EUR/USD,2010-01-03 17:55:31,1.433600,1.433800
1029219306,D,EUR/USD,2010-01-03 17:55:32,1.433400,1.433700
1029219321,D,EUR/USD,2010-01-03 17:55:33,1.433500,1.433800
1029219374,D,EUR/USD,2010-01-03 17:55:46,1.433400,1.433700
1029219396,D,EUR/USD,2010-01-03 17:55:53,1.433500,1.433700
1029219403,D,EUR/USD,2010-01-03 17:55:53,1.433500,1.433800
1029219577,D,EUR/USD,2010-01-03 17:56:31,1.433400,1.433700
1029220199,D,EUR/USD,2010-01-03 17:57:54,1.433200,1.433500
1029220268,D,EUR/USD,2010-01-03 17:58:08,1.433100,1.433400
1029220296,D,EUR/USD,2010-01-03 17:58:13,1.433100,1.433300
1029220321,D,EUR/USD,2010-01-03 17:58:15,1.433100,1.433400
1029220367,D,EUR/USD,2010-01-03 17:58:18,1.433200,1.433500
1029220475,D,EUR/USD,2010-01-03 17:58:28,1.433000,1.433300
1029220536,D,EUR/USD,2010-01-03 17:58:45,1.433000,1.433200
1029220551,D,EUR/USD,2010-01-03 17:58:45,1.432900,1.433200
1029220597,D,EUR/USD,2010-01-03 17:58:52,1.433000,1.433300
1029220612,D,EUR/USD,2010-01-03 17:58:54,1.432900,1.433200
1029220660,D,EUR/USD,2010-01-03 17:59:01,1.433000,1.433200
1029220685,D,EUR/USD,2010-01-03 17:59:02,1.432900,1.433200
1029220760,D,EUR/USD,2010-01-03 17:59:12,1.432800,1.433100
1029220765,D,EUR/USD,2010-01-03 17:59:14,1.432900,1.433100
1029220772,D,EUR/USD,2010-01-03 17:59:17,1.432800,1.433100
1029220816,D,EUR/USD,2010-01-03 17:59:23,1.432800,1.433000
1029220827,D,EUR/USD,2010-01-03 17:59:23,1.432700,1.433000
1029220877,D,EUR/USD,2010-01-03 17:59:33,1.432700,1.432900
1029220887,D,EUR/USD,2010-01-03 17:59:33,1.432600,1.432900
1029220930,D,EUR/USD,2010-01-03 17:59:38,1.432600,1.432800
1029220945,D,EUR/USD,2010-01-03 17:59:39,1.432500,1.432800
1029220954,D,EUR/USD,2010-01-03 17:59:39,1.432400,1.432700
1029221004,D,EUR/USD,2010-01-03 17:59:45,1.432400,1.432600
1029221018,D,EUR/USD,2010-01-03 17:59:47,1.432500,1.432700
1029221029,D,EUR/USD,2010-01-03 17:59:47,1.432600,1.432800
1029221042,D,EUR/USD,2010-01-03 17:59:50,1.432400,1.432600
1029221089,D,EUR/USD,2010-01-03 17:59:55,1.432400,1.432700
1029221119,D,EUR/USD,2010-01-03 17:59:59,1.432500,1.432700
1029221216,D,EUR/USD,2010-01-03 18:00:06,1.432600,1.432800
1029221317,D,EUR/USD,2010-01-03 18:00:10,1.432500,1.432700
1029221513,D,EUR/USD,2010-01-03 18:00:26,1.432500,1.432800
1029221566,D,EUR/USD,2010-01-03 18:00:34,1.432500,1.432700
1029221622,D,EUR/USD,2010-01-03 18:00:42,1.432400,1.432600
1029221642,D,EUR/USD,2010-01-03 18:00:43,1.432300,1.432600
1029221653,D,EUR/USD,2010-01-03 18:00:44,1.432400,1.432600
1029221679,D,EUR/USD,2010-01-03 18:00:46,1.432500,1.432700
1029221716,D,EUR/USD,2010-01-03 18:00:47,1.432400,1.432700
1029221778,D,EUR/USD,2010-01-03 18:00:49,1.432200,1.432500
1029221792,D,EUR/USD,2010-01-03 18:00:49,1.432200,1.432400
1029221825,D,EUR/USD,2010-01-03 18:00:52,1.432100,1.432400
1029221856,D,EUR/USD,2010-01-03 18:00:52,1.432100,1.432300
1029221895,D,EUR/USD,2010-01-03 18:00:54,1.432100,1.432400
1029221906,D,EUR/USD,2010-01-03 18:00:55,1.432200,1.432400
1029221939,D,EUR/USD,2010-01-03 18:00:56,1.432300,1.432500
1029221948,D,EUR/USD,2010-01-03 18:00:56,1.432300,1.432600
1029222000,D,EUR/USD,2010-01-03 18:01:02,1.432200,1.432500
1029222028,D,EUR/USD,2010-01-03 18:01:04,1.432300,1.432500
1029222126,D,EUR/USD,2010-01-03 18:01:14,1.432300,1.432600
1029222157,D,EUR/USD,2010-01-03 18:01:15,1.432400,1.432700
1029222563,D,EUR/USD,2010-01-03 18:02:09,1.432400,1.432600
1029222618,D,EUR/USD,2010-01-03 18:02:13,1.432400,1.432700
1029222763,D,EUR/USD,2010-01-03 18:02:24,1.432500,1.432700
1029222805,D,EUR/USD,2010-01-03 18:02:25,1.432400,1.432700
1029222887,D,EUR/USD,2010-01-03 18:02:31,1.432400,1.432600
1029222923,D,EUR/USD,2010-01-03 18:02:36,1.432400,1.432700
1029222956,D,EUR/USD,2010-01-03 18:02:38,1.432400,1.432600
1029223015,D,EUR/USD,2010-01-03 18:02:44,1.432400,1.432700
1029223041,D,EUR/USD,2010-01-03 18:02:48,1.432400,1.432600
1029223049,D,EUR/USD,2010-01-03 18:02:50,1.432400,1.432700
1029223055,D,EUR/USD,2010-01-03 18:02:52,1.432400,1.432600
1029223369,D,EUR/USD,2010-01-03 18:03:54,1.432300,1.432600
1029223481,D,EUR/USD,2010-01-03 18:04:07,1.432300,1.432500
1029223764,D,EUR/USD,2010-01-03 18:05:01,1.432400,1.432600
1029223829,D,EUR/USD,2010-01-03 18:05:05,1.432300,1.432600
1029223909,D,EUR/USD,2010-01-03 18:05:17,1.432400,1.432600
1029223987,D,EUR/USD,2010-01-03 18:05:27,1.432300,1.432600
1029224026,D,EUR/USD,2010-01-03 18:05:34,1.432400,1.432600
1029224131,D,EUR/USD,2010-01-03 18:05:53,1.432300,1.432600
1029224232,D,EUR/USD,2010-01-03 18:06:15,1.432400,1.432600
1029224239,D,EUR/USD,2010-01-03 18:06:15,1.432500,1.432700
1029224252,D,EUR/USD,2010-01-03 18:06:15,1.432500,1.432800
1029224565,D,EUR/USD,2010-01-03 18:06:53,1.432600,1.432800
1029224571,D,EUR/USD,2010-01-03 18:06:54,1.432700,1.432900
1029224591,D,EUR/USD,2010-01-03 18:06:54,1.432700,1.433000
1029224606,D,EUR/USD,2010-01-03 18:06:54,1.432800,1.433000
1029224627,D,EUR/USD,2010-01-03 18:06:55,1.432800,1.433100
1029224646,D,EUR/USD,2010-01-03 18:06:56,1.432700,1.433000
1029224712,D,EUR/USD,2010-01-03 18:07:07,1.432800,1.433000
1029224773,D,EUR/USD,2010-01-03 18:07:12,1.432700,1.433000
1029224828,D,EUR/USD,2010-01-03 18:07:24,1.432700,1.432900
1029224845,D,EUR/USD,2010-01-03 18:07:28,1.432700,1.433000
1029224940,D,EUR/USD,2010-01-03 18:07:44,1.432900,1.433200
1029225210,D,EUR/USD,2010-01-03 18:08:19,1.432900,1.433100
1029225269,D,EUR/USD,2010-01-03 18:08:26,1.432900,1.433200
1029225437,D,EUR/USD,2010-01-03 18:08:56,1.432900,1.433100
1029225504,D,EUR/USD,2010-01-03 18:09:06,1.432900,1.433200
1029225561,D,EUR/USD,2010-01-03 18:09:13,1.432900,1.433100
1029225576,D,EUR/USD,2010-01-03 18:09:13,1.432800,1.433100
1029225602,D,EUR/USD,2010-01-03 18:09:21,1.432900,1.433100
1029225623,D,EUR/USD,2010-01-03 18:09:27,1.432800,1.433100
1029225706,D,EUR/USD,2010-01-03 18:09:39,1.432900,1.433100
1029225969,D,EUR/USD,2010-01-03 18:10:32,1.433000,1.433200
1029225974,D,EUR/USD,2010-01-03 18:10:32,1.433100,1.433300
1029226007,D,EUR/USD,2010-01-03 18:10:35,1.433200,1.433400
1029226077,D,EUR/USD,2010-01-03 18:10:41,1.433100,1.433300
1029226088,D,EUR/USD,2010-01-03 18:10:43,1.433200,1.433400
1029226109,D,EUR/USD,2010-01-03 18:10:44,1.433300,1.433500
1029226173,D,EUR/USD,2010-01-03 18:10:47,1.433400,1.433600
1029226219,D,EUR/USD,2010-01-03 18:10:50,1.433300,1.433500
1029226250,D,EUR/USD,2010-01-03 18:10:53,1.433400,1.433600
1029226299,D,EUR/USD,2010-01-03 18:10:58,1.433300,1.433500
1029226382,D,EUR/USD,2010-01-03 18:11:05,1.433200,1.433400
1029226529,D,EUR/USD,2010-01-03 18:11:39,1.433100,1.433300
1029226639,D,EUR/USD,2010-01-03 18:12:01,1.433000,1.433200
1029226691,D,EUR/USD,2010-01-03 18:12:05,1.432900,1.433100
1029226738,D,EUR/USD,2010-01-03 18:12:07,1.432800,1.433000
1029226744,D,EUR/USD,2010-01-03 18:12:07,1.432900,1.433100
1029226869,D,EUR/USD,2010-01-03 18:12:17,1.432800,1.433000
1029226888,D,EUR/USD,2010-01-03 18:12:19,1.432900,1.433100
1029226900,D,EUR/USD,2010-01-03 18:12:19,1.432800,1.433000
1029227065,D,EUR/USD,2010-01-03 18:12:32,1.432900,1.433100
1029227384,D,EUR/USD,2010-01-03 18:13:20,1.433000,1.433200
1029227395,D,EUR/USD,2010-01-03 18:13:21,1.432900,1.433100
1029227419,D,EUR/USD,2010-01-03 18:13:23,1.433000,1.433200
1029227598,D,EUR/USD,2010-01-03 18:13:52,1.432900,1.433100
1029227633,D,EUR/USD,2010-01-03 18:14:02,1.433000,1.433200
1029227795,D,EUR/USD,2010-01-03 18:15:05,1.433100,1.433300
1029227961,D,EUR/USD,2010-01-03 18:15:21,1.433200,1.433400
1029227979,D,EUR/USD,2010-01-03 18:15:23,1.433100,1.433300
1029228187,D,EUR/USD,2010-01-03 18:15:59,1.433200,1.433400
1029228266,D,EUR/USD,2010-01-03 18:16:06,1.433200,1.433500
1029228304,D,EUR/USD,2010-01-03 18:16:09,1.433200,1.433400
